38.77842, -9.33986
38.73523, -9.27907
38.73742, -9.27899
38.80567, -9.19788
38.73522, -9.12524
38.71279, -8.93822
39.17881, -8.79823
39.81942, -7.50575
39.45194, -6.47954
36.47368, -6.20079
37.27437, -6.06213
36.18127, -5.37688
36.16804, -5.36751
36.17717, -5.36722
37.40292, -4.48955
36.67411, -4.48593
40.1571, -8.86081
40.15583, -8.83035
40.14499, -8.82086
39.91674, -8.63425
39.91875, -8.63412
39.90929, -8.62864
40.55763, -8.62427
40.62774, -8.56055
40.89393, -8.48187
40.20788, -8.43649
40.21979, -8.40725
41.26964, -8.37521
41.15871, -7.89044
40.64287, -7.86362
40.66849, -7.79471
41.29775, -7.73219
42.12171, -8.85598
42.11033, -8.8308
42.57622, -8.81597
42.13384, -8.80834
42.21024, -8.7418
42.28414, -8.71366
43.49482, -8.20426
40.89209, -5.19835
41.29548, -4.90329
39.95997, -4.19749
40.30049, -3.83785
40.1523, -3.8272
40.21969, -3.78116
40.23597, -3.78073
40.2261, -3.7764
40.24316, -3.75854
40.23225, -3.75323
40.23598, -3.75208
40.23733, -3.7514
40.23576, -3.74918
40.29709, -3.7411
40.25679, -3.44601
40.45801, -3.94496
40.32611, -3.87722
40.3992, -3.7286
40.4301, -3.72473
40.40422, -3.71824
40.35742, -3.71402
40.41758, -3.71314
40.42087, -3.6326
40.38665, -3.62364
40.39968, -3.59092
40.39687, -3.58656
41.66342, -4.78327
41.65289, -4.62743
40.97209, -4.0897
43.55243, -5.94809
43.18772, -4.05371
43.35175, -3.74688
42.92648, -3.57781
42.73769, -3.41053
39.00593, -1.8684
37.60023, -1.13597
38.02292, -1.13395
37.94326, -1.11845
37.61722, -1.09139
37.97748, -1.05994
38.01884, -1.04954
38.80221, -0.87754
37.68602, -0.83472
38.40186, -0.77238
38.3896, -0.76425
38.54384, -0.13008
39.61229, 2.7189
43.31723, -3.08041
42.50709, -2.93461
43.23299, -2.83406
43.17512, -2.6299
42.46174, -2.46946
42.43542, -2.45377
42.4536, -2.43884
42.47368, -2.35306
43.19143, -2.07568
42.05236, -1.61252
41.81951, -1.60393
41.34069, -1.22495
42.14592, -0.41935
39.8777, -0.10815
39.98654, -0.05727
41.26547, 1.60418
41.57181, 2.08011
41.36304, 2.09079
41.46245, 2.18013
28.4808, -13.86883
28.47458, -13.86845
38.66255, -9.18411
38.66364, -9.18134
37.12376, -8.19448
38.81386, -7.47647
37.23419, -6.87861
37.50828, -6.80253
37.79778, -6.71887
37.61877, -6.69225
37.04462, -6.54891
36.81284, -5.75209
37.2302, -5.50718
38.29725, -5.24569
36.87415, -5.04975
38.25797, -4.97764
41.17148, -8.63497
41.17245, -8.62952
41.17359, -8.62167
41.17056, -8.59264
41.16002, -8.58208
41.15292, -8.58145
39.99942, -6.54909
39.90807, -6.47889
43.47226, -6.11123
43.32273, -5.87203
40.02527, -5.84879
43.34935, -5.83949
43.09955, -5.81924
42.57403, -5.65714
42.57712, -5.64946
39.91685, -5.56103
43.41597, -5.55415
43.43266, -5.53877
43.4871, -5.44352
37.58055, -4.85269
37.77633, -4.82148
38.99741, -4.23383
39.04534, -4.04994
37.96293, -3.98788
39.59238, -3.85205
38.02618, -3.77263
39.28971, -3.74964
39.27369, -3.74445
38.18221, -3.35232
38.91035, -2.95635
37.70614, -1.08205
38.84628, -2.22975
39.7298, -1.90593
38.40764, -1.39479
38.78387, -0.89121
38.09838, -0.76243
37.90865, -0.75282
37.90893, -0.75226
38.09751, -0.72206
39.16241, -0.39505
39.10998, -0.38996
40.5867, -4.41539
